InteractionID,UserID,SessionID,ProductID,TimeSpentSeconds,EngagementScore,ActionTaken,NextProductID
I00402,U0901,S0041,ms-2,60.0,0.979,Share,N/A
I00403,U1631,S0041,ms-5,85.6,0.9538,Share,N/A
I00404,U0152,S0041,ms-5,28.67,0.1237,Exit,N/A
I00405,U0078,S0041,ms-1,96.07,0.9,Share,N/A
I00406,U1321,S0041,ms-2,249.28,0.65,Rewatch,N/A
I00407,U0948,S0041,ec-4,10.0,0.1297,Exit,N/A
I00408,U1622,S0041,ec-6,13.1,0.3733,Rewatch,N/A
I00409,U0922,S0041,ec-4,180.0,0.6208,Rewatch,N/A
I00410,U0975,S0042,ec-3,257.31,0.8918,Next Product,ec-6
I00411,U1842,S0042,ms-6,11.59,0.5309,Next Product,ms-5
I00412,U1324,S0042,ms-3,243.33,0.8627,Next Product,ms-2
I00413,U1074,S0042,ec-3,36.63,0.1035,Exit,N/A
I00414,U0746,S0042,ms-6,26.59,0.496,Next Product,ms-5
I00415,U1587,S0042,ms-6,240.1,0.65,Rewatch,N/A
I00416,U1293,S0042,ec-5,300.0,0.85,Next Product,ec-1
I00417,U0792,S0042,ms-5,237.43,0.8959,Next Product,ec-1
I00418,U1235,S0042,ms-3,255.9,0.9555,Next Product,ms-2
I00419,U0717,S0042,ms-5,24.1,0.222,Rewatch,N/A
I00420,U1431,S0043,ec-5,79.71,0.99,Share,N/A
I00421,U1922,S0043,ms-2,248.8,0.85,Next Product,ms-6
I00422,U1666,S0043,ms-3,225.12,0.4819,Rewatch,N/A
I00423,U1514,S0043,ec-5,75.22,0.3021,Exit,N/A
I00424,U0192,S0043,ec-5,208.92,0.5475,Rewatch,N/A
I00425,U0038,S0043,ms-6,244.81,0.8856,Share,N/A
I00426,U0700,S0043,ec-2,300.0,0.8952,Share,N/A
I00427,U0318,S0043,ms-2,35.24,0.0953,Exit,N/A
I00428,U1615,S0043,ms-2,111.16,0.9644,Share,N/A
I00429,U1513,S0043,ec-3,249.27,0.8914,Next Product,ec-6
I00430,U0269,S0044,ec-4,92.1,0.9379,Share,N/A
I00431,U1703,S0044,ec-6,300.0,0.5477,Rewatch,N/A
I00432,U0340,S0044,ec-6,115.75,0.99,Share,N/A
I00433,U1386,S0044,ec-6,223.71,0.9219,Next Product,ec-4
I00434,U1534,S0044,ec-2,241.92,0.9157,Next Product,ms-1
I00435,U1607,S0044,ec-2,28.52,0.1566,Rewatch,N/A
I00436,U0398,S0044,ms-6,288.07,0.65,Rewatch,N/A
I00437,U0903,S0044,ec-2,180.0,0.6361,Rewatch,N/A
I00438,U1030,S0044,ec-3,37.65,0.178,Exit,N/A
I00439,U0332,S0044,ms-4,206.58,0.65,Rewatch,N/A
I00440,U0513,S0045,ms-1,246.06,0.65,Exit,N/A
I00441,U1136,S0045,ms-2,274.06,0.5964,Rewatch,N/A
I00442,U0256,S0045,ms-5,232.61,0.9188,Next Product,ms-3
I00443,U1052,S0045,ms-3,211.12,0.4285,Rewatch,N/A
I00444,U1865,S0045,ms-4,246.01,0.65,Exit,N/A
I00445,U1906,S0045,ms-1,91.05,0.99,Share,N/A
I00446,U0766,S0045,ms-4,10.0,0.2027,Exit,N/A
I00447,U0168,S0045,ms-6,40.0,0.1398,Exit,N/A
I00448,U0653,S0045,ms-2,23.14,0.2021,Exit,N/A
I00449,U1332,S0045,ms-6,30.06,0.0501,Exit,N/A
I00450,U0282,S0046,ms-1,224.7,0.9193,Next Product,ms-4
I00451,U0285,S0046,ec-6,60.0,0.9358,Share,N/A
I00452,U1856,S0046,ms-2,209.66,0.9015,Next Product,ms-6
I00453,U1926,S0046,ec-6,206.54,0.5852,Rewatch,N/A
I00454,U1590,S0046,ms-5,247.25,0.9451,Next Product,ms-3
I00455,U1309,S0046,ec-4,111.51,0.9809,Share,N/A
I00456,U1854,S0046,ec-2,126.21,0.973,Share,N/A
I00457,U1056,S0046,ec-4,40.0,0.1674,Exit,N/A
I00458,U0295,S0046,ms-5,150.0,0.9624,Share,N/A
I00459,U0493,S0046,ec-4,97.51,0.9388,Share,N/A
I00460,U0176,S0047,ec-3,95.29,0.6461,Rewatch,N/A
I00461,U0139,S0047,ec-3,16.12,0.0818,Exit,N/A
I00462,U1611,S0047,ec-3,79.83,0.9,Share,N/A
I00463,U0963,S0047,ms-1,200.42,0.6123,Exit,N/A
I00464,U0520,S0047,ec-6,20.24,0.2194,Exit,N/A
I00465,U1615,S0047,ms-2,299.8,0.9838,Next Product,ms-6
I00466,U1581,S0047,ec-4,27.31,0.05,Exit,N/A
I00467,U0681,S0047,ms-3,228.89,0.9129,Next Product,ec-5
I00468,U0359,S0047,ec-5,111.23,0.9474,Share,N/A
I00469,U1294,S0047,ms-3,252.29,0.4254,Rewatch,N/A
I00470,U1590,S0048,ec-2,283.23,0.8846,Next Product,ec-5
I00471,U1815,S0048,ms-1,203.32,0.9064,Next Product,ms-4
I00472,U1670,S0048,ec-3,10.0,0.1627,Exit,N/A
I00473,U0075,S0048,ec-5,242.22,0.9817,Next Product,ec-1
I00474,U1774,S0048,ec-5,31.49,0.0804,Exit,N/A
I00475,U0255,S0048,ms-6,74.85,0.9656,Share,N/A
I00476,U0901,S0048,ec-1,275.41,0.9811,Next Product,ec-2
I00477,U0753,S0048,ec-3,286.44,0.9155,Next Product,ec-6
I00478,U0882,S0048,ec-4,28.63,0.2149,Rewatch,N/A
I00479,U0370,S0048,ec-3,240.9,0.939,Next Product,ec-6
I00480,U0606,S0049,ms-5,21.73,0.1225,Exit,N/A
I00481,U1470,S0049,ec-1,251.45,0.8856,Next Product,ec-2
I00482,U1489,S0049,ms-6,214.76,0.4465,Rewatch,N/A
I00483,U1310,S0049,ms-1,244.3,0.9424,Next Product,ms-4
I00484,U1641,S0049,ec-6,196.45,0.5509,Exit,N/A
I00485,U0293,S0049,ec-4,225.57,0.5953,Rewatch,N/A
I00486,U0259,S0049,ms-2,23.66,0.2043,Exit,N/A
I00487,U1322,S0049,ms-6,60.0,0.99,Next Product,ms-5
I00488,U0315,S0049,ec-5,73.87,0.9621,Share,N/A
I00489,U0910,S0049,ms-2,71.85,0.9693,Share,N/A
I00490,U0816,S0050,ms-6,231.06,0.4849,Rewatch,N/A
I00491,U0233,S0050,ms-1,262.92,0.5336,Rewatch,N/A
I00492,U0793,S0050,ec-3,266.42,0.8741,Next Product,ec-6
I00493,U0440,S0050,ec-4,249.07,0.99,Share,N/A
I00494,U1006,S0050,ms-4,34.63,0.1654,Exit,N/A
I00495,U1747,S0050,ms-2,86.53,0.952,Next Product,ms-6
I00496,U0180,S0050,ec-5,55.93,0.4674,Rewatch,N/A
I00497,U0655,S0050,ec-5,269.16,0.8628,Next Product,ec-1
I00498,U1826,S0050,ms-5,99.0,0.228,Exit,N/A
I00499,U1458,S0050,ec-6,35.05,0.1374,Rewatch,N/A
I00500,U1307,S0051,ms-3,233.62,0.65,Rewatch,N/A
I00501,U0249,S0051,ms-4,30.64,0.1678,Exit,N/A
I00502,U0485,S0051,ec-2,200.0,0.8733,Next Product,ec-5
I00503,U1646,S0051,ec-3,281.41,0.9485,Next Product,ec-6
I00504,U0816,S0051,ec-6,248.86,0.6135,Rewatch,N/A
I00505,U1576,S0051,ec-1,271.59,0.5239,Rewatch,N/A
I00506,U1992,S0051,ms-6,26.2,0.0986,Exit,N/A
I00507,U0922,S0051,ec-2,180.0,0.4,Rewatch,N/A
I00508,U1799,S0051,ec-3,184.59,0.65,Rewatch,N/A
I00509,U1979,S0051,ms-3,60.0,0.9409,Next Product,ms-2
I00510,U0255,S0052,ec-3,211.21,0.89,Next Product,ec-6
I00511,U1453,S0052,ms-4,26.7,0.115,Exit,N/A
I00512,U1927,S0052,ec-3,35.9,0.2267,Exit,N/A
I00513,U1733,S0052,ms-2,10.0,0.1159,Exit,N/A
I00514,U1301,S0052,ec-3,251.77,0.9763,Next Product,ec-6
I00515,U0192,S0052,ec-3,201.83,0.548,Rewatch,N/A
I00516,U1190,S0052,ms-3,215.3,0.85,Next Product,ec-5
I00517,U0692,S0052,ec-4,242.42,0.9396,Next Product,ec-3
I00518,U1943,S0052,ec-5,212.44,0.6053,Rewatch,N/A
I00519,U0432,S0052,ec-4,98.99,0.9215,Share,N/A
I00520,U1020,S0053,ec-5,73.88,0.9205,Share,N/A
I00521,U0619,S0053,ec-2,279.13,0.8891,Next Product,ec-5
I00522,U0929,S0053,ms-2,180.0,0.5897,Rewatch,N/A
I00523,U0852,S0053,ec-2,145.44,0.9732,Share,N/A
I00524,U0295,S0053,ms-6,31.9,0.162,Exit,N/A
I00525,U0654,S0053,ec-6,66.5,0.2547,Exit,N/A
I00526,U0708,S0053,ec-1,300.0,0.9311,Next Product,ec-2
I00527,U0654,S0053,ms-4,104.81,0.9219,Share,N/A
I00528,U0508,S0053,ms-3,291.92,0.9162,Next Product,ms-2
I00529,U1261,S0053,ec-1,232.63,0.9232,Next Product,ec-2
I00530,U0671,S0054,ec-4,238.88,0.5639,Rewatch,N/A
I00531,U0327,S0054,ec-2,86.18,0.4576,Next Product,ec-5
I00532,U1801,S0054,ms-5,78.94,0.9301,Share,N/A
I00533,U0806,S0054,ec-3,10.97,0.2375,Exit,N/A
I00534,U0494,S0054,ms-4,12.56,0.1154,Exit,N/A
I00535,U0100,S0054,ms-1,228.45,0.9647,Next Product,ms-6
I00536,U1378,S0054,ec-2,215.74,0.9075,Next Product,ec-5
I00537,U0275,S0054,ms-5,240.11,0.5139,Rewatch,N/A
I00538,U0750,S0054,ms-1,40.0,0.0554,Exit,N/A
I00539,U1168,S0054,ec-3,233.58,0.8731,Next Product,ec-6
I00540,U1033,S0055,ec-2,18.0,0.1179,Exit,N/A
I00541,U0573,S0055,ec-4,11.74,0.1876,Exit,N/A
I00542,U0244,S0055,ms-3,33.59,0.4245,Exit,N/A
I00543,U0807,S0055,ms-6,246.68,0.4,Rewatch,N/A
I00544,U1923,S0055,ms-6,195.29,0.65,Rewatch,N/A
I00545,U1043,S0055,ec-1,150.0,0.9376,Share,N/A
I00546,U0281,S0055,ec-6,261.7,0.9802,Next Product,ec-4
I00547,U1242,S0055,ec-3,270.44,0.9063,Share,N/A
I00548,U0653,S0055,ms-3,17.51,0.1934,Exit,N/A
I00549,U1263,S0055,ec-6,265.23,0.65,Rewatch,N/A
I00550,U1039,S0056,ec-3,60.0,0.9124,Share,N/A
I00551,U0614,S0056,ec-2,266.48,0.4,Rewatch,N/A
I00552,U1380,S0056,ms-2,37.39,0.1393,Rewatch,N/A
I00553,U1196,S0056,ms-5,199.16,0.5705,Rewatch,N/A
I00554,U1410,S0056,ec-5,209.64,0.9612,Next Product,ms-1
I00555,U1604,S0056,ec-4,95.69,0.9341,Share,N/A
I00556,U1196,S0056,ec-2,200.0,0.8886,Next Product,ec-5
I00557,U1723,S0056,ec-1,16.75,0.1581,Exit,N/A
I00558,U1395,S0056,ms-4,253.31,0.9389,Share,N/A
I00559,U0226,S0056,ms-4,229.72,0.9461,Next Product,ms-1
I00560,U1415,S0057,ms-4,60.0,0.9,Share,N/A
I00561,U1886,S0057,ec-2,10.0,0.3251,Exit,N/A
I00562,U1507,S0057,ec-6,275.96,0.9582,Next Product,ec-4
I00563,U0666,S0057,ec-5,123.19,0.9153,Share,N/A
I00564,U1960,S0057,ms-3,22.63,0.1302,Exit,N/A
I00565,U1092,S0057,ms-6,112.76,0.9601,Share,N/A
I00566,U1777,S0057,ec-6,226.22,0.65,Rewatch,N/A
I00567,U0542,S0057,ec-4,91.28,0.9378,Next Product,ec-3
I00568,U0612,S0057,ms-4,15.3,0.1693,Exit,N/A
I00569,U0610,S0057,ms-5,222.4,0.4,Rewatch,N/A
I00570,U1002,S0058,ms-6,83.48,0.9744,Share,N/A
I00571,U1914,S0058,ec-6,29.49,0.1235,Exit,N/A
I00572,U0250,S0058,ec-4,287.59,0.65,Rewatch,N/A
I00573,U0809,S0058,ms-6,50.78,0.1,Exit,N/A
I00574,U1648,S0058,ms-3,300.0,0.954,Next Product,ms-2
I00575,U0710,S0058,ec-2,28.73,0.2501,Exit,N/A
I00576,U1531,S0058,ec-2,17.97,0.1717,Exit,N/A
I00577,U1696,S0058,ec-3,30.78,0.1239,Exit,N/A
I00578,U1152,S0058,ec-6,236.98,0.8928,Next Product,ec-4
I00579,U0491,S0058,ms-4,25.87,0.1773,Exit,N/A
I00580,U1854,S0059,ec-3,26.23,0.1855,Exit,N/A
I00581,U0477,S0059,ms-1,200.0,0.9091,Next Product,ms-4
I00582,U1396,S0059,ms-3,219.3,0.9351,Next Product,ec-3
I00583,U0834,S0059,ec-5,30.08,0.1527,Rewatch,N/A
I00584,U1799,S0059,ec-2,60.0,0.9306,Share,N/A
I00585,U1975,S0059,ms-5,200.0,0.9347,Next Product,ms-1
I00586,U0184,S0059,ec-5,24.21,0.076,Exit,N/A
I00587,U1096,S0059,ec-6,245.84,0.65,Exit,N/A
I00588,U1871,S0059,ms-3,82.05,0.9,Share,N/A
I00589,U1913,S0059,ms-1,28.73,0.5282,Exit,N/A
I00590,U0814,S0060,ec-2,278.12,0.99,Next Product,ms-3
I00591,U0593,S0060,ms-1,276.31,0.9537,Next Product,ms-4
I00592,U0687,S0060,ms-5,150.0,0.9182,Share,N/A
I00593,U1074,S0060,ec-2,61.41,0.1,Exit,N/A
I00594,U0275,S0060,ec-3,87.81,0.9151,Share,N/A
I00595,U0231,S0060,ms-6,243.02,0.8677,Next Product,ms-5
I00596,U0382,S0060,ms-1,235.48,0.65,Rewatch,N/A
I00597,U1163,S0060,ec-5,180.26,0.6079,Rewatch,N/A
I00598,U1754,S0060,ec-5,10.0,0.5549,Next Product,ms-6
I00599,U1056,S0060,ms-6,249.7,0.99,Next Product,ms-5
I00600,U0288,S0061,ec-2,18.13,0.1271,Exit,N/A
I00601,U0509,S0061,ms-1,32.32,0.0881,Exit,N/A
I00602,U0483,S0061,ec-2,237.71,0.65,Exit,N/A
I00603,U0619,S0061,ec-4,207.72,0.65,Rewatch,N/A
I00604,U1339,S0061,ms-6,231.66,0.4769,Rewatch,N/A
I00605,U0243,S0061,ec-2,244.07,0.901,Next Product,ec-5
I00606,U1834,S0061,ec-6,24.12,0.1576,Exit,N/A
I00607,U1414,S0061,ms-2,243.53,0.6009,Exit,N/A
I00608,U0753,S0061,ec-4,200.0,0.9151,Share,N/A
I00609,U0980,S0061,ms-3,60.0,0.9417,Next Product,ms-2
I00610,U1438,S0062,ec-3,23.76,0.1988,Rewatch,N/A
I00611,U1552,S0062,ec-3,218.8,0.5759,Rewatch,N/A
I00612,U1561,S0062,ms-4,32.93,0.2114,Exit,N/A
I00613,U1221,S0062,ms-2,96.31,0.9528,Share,N/A
I00614,U0741,S0062,ms-2,50.3,0.3186,Exit,N/A
I00615,U0230,S0062,ms-1,229.43,0.5482,Exit,N/A
I00616,U0415,S0062,ec-4,18.89,0.2097,Exit,N/A
I00617,U0337,S0062,ms-6,87.32,0.1,Next Product,ms-5
I00618,U1394,S0062,ms-4,214.96,0.4783,Rewatch,N/A
I00619,U1841,S0062,ec-3,25.3,0.1076,Exit,N/A
I00620,U0114,S0063,ec-2,255.22,0.9323,Next Product,ec-5
I00621,U1145,S0063,ec-2,185.54,0.462,Rewatch,N/A
I00622,U0045,S0063,ec-1,278.87,0.9174,Next Product,ec-2
I00623,U0150,S0063,ms-1,76.57,0.9389,Share,N/A
I00624,U1109,S0063,ms-1,19.68,0.3899,Exit,N/A
I00625,U0142,S0063,ec-2,251.23,0.9615,Next Product,ec-5
I00626,U1569,S0063,ec-5,17.79,0.4546,Exit,N/A
I00627,U1323,S0063,ec-1,106.9,0.9228,Next Product,ec-2
I00628,U1879,S0063,ec-1,92.84,0.9266,Share,N/A
I00629,U1356,S0063,ec-3,10.0,0.1987,Exit,N/A
I00630,U1762,S0064,ms-6,234.66,0.882,Share,N/A
I00631,U0805,S0064,ec-3,256.32,0.9456,Share,N/A
I00632,U1710,S0064,ms-1,207.17,0.5497,Exit,N/A
I00633,U0949,S0064,ec-5,249.85,0.514,Rewatch,N/A
I00634,U0777,S0064,ms-4,259.07,0.85,Next Product,ms-1
I00635,U1920,S0064,ec-6,12.59,0.1803,Exit,N/A
I00636,U0066,S0064,ec-5,12.06,0.1617,Exit,N/A
I00637,U1569,S0064,ms-1,245.59,0.9018,Next Product,ms-4
I00638,U0915,S0064,ec-4,16.72,0.1955,Exit,N/A
I00639,U1787,S0064,ms-1,300.0,0.935,Next Product,ms-4
I00640,U1106,S0065,ms-4,28.22,0.1159,Exit,N/A
I00641,U1590,S0065,ms-1,214.12,0.918,Share,N/A
I00642,U0480,S0065,ec-6,70.79,0.9,Share,N/A
I00643,U1583,S0065,ec-5,252.14,0.6352,Rewatch,N/A
I00644,U1795,S0065,ms-3,24.23,0.4366,Exit,N/A
I00645,U1068,S0065,ms-4,104.88,0.9243,Share,N/A
I00646,U1141,S0065,ec-4,44.64,0.5526,Exit,N/A
I00647,U1867,S0065,ms-3,38.27,0.1624,Exit,N/A
I00648,U0875,S0065,ec-3,116.17,0.9602,Next Product,ms-5
I00649,U1375,S0065,ec-1,248.79,0.65,Rewatch,N/A
I00650,U0853,S0066,ec-1,234.56,0.8645,Next Product,ec-2
I00651,U0970,S0066,ms-4,231.12,0.65,Rewatch,N/A
I00652,U1450,S0066,ms-3,180.0,0.4394,Exit,N/A
I00653,U1152,S0066,ec-1,36.37,0.2769,Next Product,ec-2
I00654,U0275,S0066,ec-1,40.0,0.13,Exit,N/A
I00655,U0417,S0066,ms-6,27.25,0.1966,Exit,N/A
I00656,U1889,S0066,ec-2,180.0,0.4,Rewatch,N/A
I00657,U1484,S0066,ms-4,204.23,0.9831,Next Product,ms-1
I00658,U0081,S0066,ms-2,233.44,0.99,Next Product,ms-6
I00659,U1145,S0066,ms-4,19.36,0.1592,Exit,N/A
I00660,U1781,S0067,ms-6,296.26,0.99,Share,N/A
I00661,U0434,S0067,ms-4,40.0,0.2104,Rewatch,N/A
I00662,U0241,S0067,ec-6,80.72,0.4889,Exit,N/A
I00663,U0981,S0067,ms-4,219.72,0.65,Rewatch,N/A
I00664,U0813,S0067,ms-4,36.16,0.1175,Exit,N/A
I00665,U1589,S0067,ms-5,128.43,0.9705,Share,N/A
I00666,U0736,S0067,ms-5,200.0,0.96,Next Product,ms-3
I00667,U0202,S0067,ec-6,20.68,0.1057,Exit,N/A
I00668,U1720,S0067,ms-6,24.7,0.3797,Exit,N/A
I00669,U0760,S0067,ms-6,40.0,0.1815,Exit,N/A
I00670,U1153,S0068,ms-4,14.76,0.2427,Exit,N/A
I00671,U0034,S0068,ms-5,37.21,0.1791,Exit,N/A
I00672,U1197,S0068,ec-4,22.74,0.102,Exit,N/A
I00673,U0605,S0068,ms-3,238.83,0.9744,Next Product,ms-2
I00674,U0504,S0068,ec-2,40.0,0.2272,Exit,N/A
I00675,U1933,S0068,ec-5,235.33,0.864,Next Product,ec-1
I00676,U1482,S0068,ec-5,225.64,0.4,Rewatch,N/A
I00677,U1501,S0068,ms-6,259.7,0.9126,Next Product,ms-5
I00678,U1878,S0068,ec-3,36.02,0.1608,Next Product,ec-4
I00679,U1074,S0068,ms-1,224.0,0.5646,Rewatch,N/A
I00680,U1676,S0069,ec-5,236.07,0.9027,Next Product,ec-1
I00681,U1292,S0069,ms-4,271.85,0.9113,Next Product,ms-1
I00682,U0934,S0069,ms-6,240.43,0.9191,Next Product,ms-1
I00683,U1870,S0069,ec-2,180.0,0.4,Rewatch,N/A
I00684,U1090,S0069,ec-3,20.2,0.1857,Exit,N/A
I00685,U0035,S0069,ec-3,226.96,0.5331,Rewatch,N/A
I00686,U0588,S0069,ms-1,103.87,0.9353,Share,N/A
I00687,U0882,S0069,ms-3,200.0,0.9592,Next Product,ms-2
I00688,U0394,S0069,ec-4,132.13,0.9282,Share,N/A
I00689,U0548,S0069,ec-1,245.47,0.9082,Share,N/A
I00690,U0941,S0070,ec-4,260.54,0.99,Next Product,ec-3
I00691,U1696,S0070,ms-2,266.39,0.5123,Exit,N/A
I00692,U1556,S0070,ms-1,266.27,0.9827,Next Product,ms-4
I00693,U0115,S0070,ec-5,262.25,0.9198,Next Product,ec-1
I00694,U0889,S0070,ec-5,237.84,0.4797,Rewatch,N/A
I00695,U1758,S0070,ms-2,33.28,0.2404,Exit,N/A
I00696,U1883,S0070,ms-1,231.78,0.99,Share,N/A
I00697,U1418,S0070,ec-4,27.64,0.1205,Exit,N/A
I00698,U0096,S0070,ms-2,234.98,0.5535,Rewatch,N/A
I00699,U1113,S0070,ec-4,200.32,0.4103,Rewatch,N/A
I00700,U1742,S0071,ms-6,39.39,0.1605,Exit,N/A
I00701,U0425,S0071,ec-4,40.0,0.197,Exit,N/A
I00702,U1681,S0071,ec-6,242.05,0.5065,Exit,N/A
I00703,U0613,S0071,ms-3,67.14,0.9435,Share,N/A
I00704,U1740,S0071,ec-1,13.76,0.1825,Exit,N/A
I00705,U1108,S0071,ms-6,40.0,0.137,Exit,N/A
I00706,U1515,S0071,ms-3,257.78,0.4811,Rewatch,N/A
I00707,U0161,S0071,ec-3,21.98,0.1093,Exit,N/A
I00708,U0709,S0071,ms-1,200.0,0.9182,Next Product,ms-4
I00709,U1240,S0071,ec-4,53.85,0.5599,Rewatch,N/A
I00710,U0813,S0072,ms-6,260.73,0.8781,Next Product,ec-2
I00711,U1005,S0072,ms-4,91.95,0.9291,Next Product,ms-1
I00712,U1393,S0072,ec-4,17.39,0.0742,Exit,N/A
I00713,U0176,S0072,ec-4,234.45,0.9804,Next Product,ec-3
I00714,U0549,S0072,ms-3,60.0,0.9189,Share,N/A
I00715,U0316,S0072,ec-6,96.19,0.9237,Share,N/A
I00716,U0188,S0072,ms-1,34.18,0.3232,Exit,N/A
I00717,U0911,S0072,ms-6,270.83,0.4793,Rewatch,N/A
I00718,U0179,S0072,ms-3,15.57,0.0938,Exit,N/A
I00719,U1141,S0072,ec-3,65.75,0.9661,Share,N/A
I00720,U0184,S0073,ms-6,101.46,0.9787,Share,N/A
I00721,U1607,S0073,ms-6,100.0,0.1254,Exit,N/A
I00722,U0026,S0073,ms-5,10.0,0.2149,Exit,N/A
I00723,U1596,S0073,ms-2,300.0,0.5683,Rewatch,N/A
I00724,U0498,S0073,ec-4,24.06,0.1339,Exit,N/A
I00725,U1404,S0073,ec-1,273.45,0.9484,Next Product,ec-2
I00726,U0299,S0073,ms-2,280.1,0.8886,Next Product,ms-6
I00727,U1603,S0073,ms-2,110.2,0.9337,Next Product,ms-6
I00728,U1016,S0073,ec-4,180.0,0.5459,Rewatch,N/A
I00729,U0278,S0073,ms-5,222.32,0.9787,Next Product,ms-4
I00730,U0779,S0074,ms-6,117.39,0.9598,Share,N/A
I00731,U1687,S0074,ec-5,55.83,0.347,Exit,N/A
I00732,U0279,S0074,ms-5,258.13,0.9352,Share,N/A
I00733,U0412,S0074,ec-2,300.0,0.9375,Share,N/A
I00734,U1984,S0074,ms-6,240.89,0.85,Next Product,ms-5
I00735,U1180,S0074,ms-4,23.35,0.2153,Exit,N/A
I00736,U0575,S0074,ec-1,97.26,0.9,Next Product,ec-2
I00737,U1118,S0074,ms-3,200.07,0.6493,Rewatch,N/A
I00738,U1952,S0074,ec-6,116.37,0.9248,Share,N/A
I00739,U0898,S0074,ms-5,197.39,0.5089,Rewatch,N/A
I00740,U1737,S0075,ec-1,193.49,0.4,Rewatch,N/A
I00741,U0621,S0075,ms-4,272.91,0.9829,Next Product,ms-1
I00742,U0773,S0075,ms-2,60.0,0.9873,Share,N/A
I00743,U1193,S0075,ec-1,96.91,0.9868,Next Product,ec-2
I00744,U0857,S0075,ec-3,264.09,0.8697,Share,N/A
I00745,U1437,S0075,ec-3,93.27,0.9322,Next Product,ec-6
I00746,U0509,S0075,ec-5,206.56,0.5933,Rewatch,N/A
I00747,U1255,S0075,ms-1,82.17,0.9442,Share,N/A
I00748,U1325,S0075,ec-1,34.91,0.6166,Rewatch,N/A
I00749,U0680,S0075,ec-1,23.01,0.165,Exit,N/A
I00750,U0202,S0076,ms-5,258.47,0.9573,Next Product,ms-3
I00751,U1409,S0076,ec-4,238.62,0.8631,Next Product,ec-3
I00752,U1392,S0076,ec-4,180.0,0.4921,Rewatch,N/A
I00753,U0051,S0076,ec-2,15.48,0.1348,Exit,N/A
I00754,U0852,S0076,ms-2,38.08,0.1311,Exit,N/A
I00755,U1927,S0076,ec-6,238.67,0.9192,Next Product,ec-4
I00756,U0424,S0076,ec-3,20.94,0.1466,Exit,N/A
I00757,U0976,S0076,ms-2,116.23,0.9765,Share,N/A
I00758,U0654,S0076,ms-2,280.1,0.99,Next Product,ms-6
I00759,U1740,S0076,ms-6,242.77,0.65,Rewatch,N/A
I00760,U0337,S0077,ec-6,226.71,0.99,Next Product,ec-4
I00761,U1147,S0077,ec-1,38.59,0.3577,Exit,N/A
I00762,U0475,S0077,ec-1,10.0,0.1764,Exit,N/A
I00763,U0382,S0077,ec-5,249.82,0.4614,Rewatch,N/A
I00764,U1511,S0077,ec-4,30.33,0.4223,Next Product,ec-3
I00765,U0880,S0077,ec-1,21.43,0.1897,Exit,N/A
I00766,U0440,S0077,ms-4,266.77,0.99,Next Product,ms-1
I00767,U1183,S0077,ms-2,19.95,0.1898,Exit,N/A
I00768,U1100,S0077,ms-3,60.0,0.9351,Share,N/A
I00769,U0234,S0077,ms-5,28.53,0.2197,Exit,N/A
I00770,U1003,S0078,ec-3,13.22,0.5179,Exit,N/A
I00771,U0642,S0078,ec-4,40.0,0.1458,Exit,N/A
I00772,U0804,S0078,ec-4,234.6,0.9214,Next Product,ec-3
I00773,U0354,S0078,ec-5,199.28,0.5741,Rewatch,N/A
I00774,U1259,S0078,ec-4,247.73,0.9638,Next Product,ec-3
I00775,U0626,S0078,ms-2,238.34,0.8758,Next Product,ms-6
I00776,U0857,S0078,ec-4,21.51,0.1322,Exit,N/A
I00777,U0786,S0078,ec-1,247.67,0.9517,Next Product,ec-2
I00778,U1322,S0078,ms-3,117.4,0.986,Share,N/A
I00779,U0288,S0078,ms-3,16.89,0.1694,Exit,N/A
I00780,U0924,S0079,ec-4,271.82,0.8863,Next Product,ec-3
I00781,U0280,S0079,ms-4,211.69,0.4,Exit,N/A
I00782,U1036,S0079,ec-5,34.07,0.1392,Exit,N/A
I00783,U1403,S0079,ec-2,124.2,0.9562,Share,N/A
I00784,U1001,S0079,ms-3,244.45,0.85,Next Product,ms-2
I00785,U0599,S0079,ms-1,207.55,0.85,Next Product,ms-4
I00786,U0937,S0079,ec-4,197.5,0.65,Rewatch,N/A
I00787,U1126,S0079,ec-3,211.36,0.85,Next Product,ec-6
I00788,U1687,S0079,ms-6,128.88,0.99,Share,N/A
I00789,U1557,S0079,ec-6,108.94,0.9587,Share,N/A
I00790,U0871,S0080,ms-2,207.6,0.4,Rewatch,N/A
I00791,U0507,S0080,ms-5,10.0,0.3525,Exit,N/A
I00792,U0067,S0080,ec-2,232.58,0.9627,Next Product,ec-5
I00793,U1773,S0080,ms-2,225.29,0.65,Rewatch,N/A
I00794,U1661,S0080,ec-6,105.86,0.9798,Share,N/A
I00795,U1456,S0080,ec-4,217.44,0.491,Rewatch,N/A
I00796,U0286,S0080,ms-4,279.22,0.4791,Rewatch,N/A
I00797,U1168,S0080,ms-6,110.32,0.9731,Share,N/A
I00798,U0345,S0080,ms-6,33.41,0.0917,Rewatch,N/A
I00799,U0600,S0080,ms-5,35.52,0.1011,Exit,N/A
I00800,U1951,S0081,ec-3,74.32,0.4803,Exit,N/A
I00801,U1392,S0081,ms-2,238.69,0.9488,Next Product,ms-6
I00802,U0122,S0081,ms-5,35.76,0.1796,Exit,N/A
I00803,U0260,S0081,ec-6,29.89,0.4401,Rewatch,N/A
I00804,U0512,S0081,ms-3,256.79,0.5614,Rewatch,N/A
